"","Time","Dedr","Age","Brt","Value","Claims"
"7449",1,250000,3.22,9.6,14.73,0
"7450",1,190000,2.08,9.62,17.75,0
"7488",0.63,1e+05,3.09,10.38,16.07,0
"7495",1,175000,3.09,11.17,16.45,1
"7496",1,175000,3.09,11.17,16.45,0
"7533",1,150000,3.26,9.31,16.01,0
"7536",0.42,1e+05,2.08,9.83,16.55,0
"7537",0.51,1e+05,1.95,9.83,16.55,0
"7538",0.62,1e+05,1.95,9.83,16.55,0
"7543",0.17,1e+05,3.14,8.45,15.5,0
"7544",0.83,1e+05,3.14,8.45,15.61,0
"7546",0.87,75000,2.94,10.06,16.01,0
"7547",1,75000,3.37,10.05,16.01,0
"7726",0.6,150000,3.09,8.69,15.52,0
"7727",0.5,1e+05,3,9.34,16.45,0
"7729",0.6,2e+05,3.26,9.61,15.2,0
"7760",0.84,1e+05,3.33,9.87,17.22,0
"7761",0.84,1e+05,2.94,10.38,17.44,0
"7762",0.69,75000,3,10.12,16.01,0
"7763",0.84,150000,2.94,10.01,16.59,0
"7764",0.64,75000,2.83,10.22,16.21,0
"7787",0.3,75000,1.61,10.2,16.84,0
"7788",0.22,75000,1.61,10.2,16.84,0
"7789",0.15,175000,2.08,11.26,17.1,0
"7791",0.05,175000,1.61,11.38,17.15,0
"7792",0.11,75000,2.64,10.16,16.38,0
"7795",1,65000,2.64,11.23,17.01,0
"7862",1,65000,2.64,11.23,17.01,0
"7955",1,175000,2.08,11.25,17.1,0
"7956",1,175000,2.3,11.31,17.1,0
"7957",1,175000,2.4,11.29,16.92,0
"7958",1,175000,2.2,11.41,16.86,0
"7959",0.19,175000,2.94,11.38,16.23,0
"7960",0.26,175000,2.94,11.38,16.23,0
"7961",1,175000,2.89,11.33,16.45,0
"7964",1,1e+05,2.2,10.18,16.71,0
"7965",0.05,1e+05,3.04,10.06,15.89,0
"7966",1,1e+05,2.3,10.16,16.65,0
"7967",1,1e+05,2.2,10.16,16.71,0
"7968",1,1e+05,1.95,10.2,16.91,0
"7969",1,1e+05,1.95,10.2,16.91,0
"7970",1,1e+05,1.95,10.12,16.79,0
"7971",1,1e+05,2.08,10.13,16.79,0
"7973",1,1e+05,2.2,10.18,16.54,0
"7974",0.99,1e+05,2.56,10.09,16.42,0
"7976",1,1e+05,2.71,11.25,16.6,0
"7977",0.84,1e+05,2.2,9.8,16.59,0
"7978",0.16,1e+05,2.2,9.8,16.3,0
"7979",0.84,1e+05,2.2,9.8,16.59,0
"7980",0.16,1e+05,2.2,9.8,16.3,0
"7981",1,1e+05,2.89,10.16,16.23,0
"7982",1,1e+05,2.89,10.16,16.23,0
"7983",1,1e+05,2.89,10.16,16.23,0
"7996",0.5,150000,2.89,9.75,16.45,0
"7997",0.5,150000,2.89,9.75,16.45,0
"7998",0.5,150000,2.94,9.77,16.45,0
"7999",0.5,150000,2.94,9.77,16.45,0
"8004",0.5,150000,2.89,10.06,16.45,0
"8005",0.5,150000,2.89,10.06,16.45,1
"8006",0.5,150000,2.89,10.06,16.45,0
"8007",0.5,150000,2.89,10.06,16.45,0
"8008",0.5,150000,3,9.79,16.3,0
"8009",0.5,150000,3,9.79,16.3,0
"8010",0.5,150000,2.94,9.79,16.3,1
"8011",0.5,150000,2.94,9.79,16.3,0
"8050",1,150000,3.33,10.34,15.2,0
"8064",1,2e+05,2.08,11.59,17.5,0
"8065",1,2e+05,2.08,11.59,17.5,0
"8081",0.75,1e+05,3.18,10.75,15.81,0
"8082",0.25,1e+05,3.18,10.75,15.89,0
"8083",0.75,1e+05,3.18,10.73,15.81,0
"8084",0.25,1e+05,3.18,10.73,15.89,0
"8085",0.75,1e+05,3.09,10.73,15.97,0
"8086",0.25,1e+05,3.09,10.73,16.05,0
"8087",0.75,1e+05,3.09,10.73,15.97,0
"8088",0.25,1e+05,3.09,10.73,16.05,0
"8089",0.75,1e+05,3.14,10.73,15.89,1
"8090",0.25,1e+05,3.14,10.73,15.97,0
"8091",0.75,1e+05,3.14,10.71,15.81,0
"8092",0.25,1e+05,3.14,10.71,15.89,0
"8093",0.75,1e+05,3.14,10.72,15.89,0
"8094",0.25,1e+05,3.14,10.72,15.97,0
"8128",1,1e+05,3.14,10.01,15.69,0
"8129",1,1e+05,3.14,10.01,15.69,0
"8130",1,1e+05,3.14,10.01,15.69,0
"8131",1,1e+05,2.89,10.01,16.07,0
"8132",1,1e+05,3.04,9.73,15.76,0
"8133",1,1e+05,2.89,9.94,15.96,0
"8134",1,1e+05,3,9.8,15.89,0
"8135",1,1e+05,3,9.8,15.89,0
"8154",1,1e+05,2.56,10.63,16.85,0
"8155",1,1e+05,2.48,10.63,16.85,0
"8156",1,1e+05,2.48,10.73,17.11,0
"8157",1,1e+05,2.48,10.73,17.12,0
"8159",1,1e+05,3.14,10.01,15.52,0
"8160",0.24,1e+05,3.04,10,15.72,0
"8161",1,1e+05,3.04,10,15.72,0
"8162",0.99,1e+05,3,10.14,15.83,0
"8163",1,1e+05,3,10.09,15.8,0
"8164",1,1e+05,3,10.12,15.8,0
"8165",1,1e+05,3,10.09,15.8,0
"8186",1,75000,2.2,10.2,16.94,0
"8187",1,75000,2.2,10.2,16.94,0
"8188",1,75000,3,10.12,16.47,0
"8189",1,75000,3.04,10.12,16.47,0
"8191",1,75000,3,10.01,16.37,0
"8192",1,75000,3,10.02,16.47,0
"8193",1,75000,3,10.11,16.37,0
"8210",1,1e+05,1.79,10.31,16.91,0
"8211",1,1e+05,2.4,10.73,17.03,0
"8212",1,1e+05,2.4,10.73,17.03,0
"8213",1,1e+05,2.56,10.63,16.91,0
"8214",1,1e+05,2.56,10.63,16.95,0
"8215",1,1e+05,2.48,10.73,16.99,0
"8245",1,3e+05,2.71,11.26,17.07,0
"8246",1,3e+05,2.4,11.26,17.22,0
"8258",0.75,1e+05,3.09,10.01,15.5,0
"8259",1,1e+05,2.08,10.22,16.73,0
"8260",1,1e+05,2.2,10.22,16.73,0
"8261",1,1e+05,2.94,10.11,15.82,0
"8298",1,1e+05,1.79,10.56,16.95,0
"8299",1,1e+05,2.2,10.56,16.95,0
"8300",1,1e+05,2.77,10.53,16.62,0
"8301",1,1e+05,2.71,10.53,16.65,0
"8302",1,1e+05,2.71,10.53,16.65,0
"8303",1,75000,3.09,9.99,15.89,0
"8304",0.31,75000,3.04,10.07,15.89,0
"8314",1,250000,2.2,10.49,17.5,0
"8315",1,250000,2.08,10.49,17.5,0
"8319",1,250000,2.08,10.49,17.5,0
"8320",1,250000,1.95,10.49,17.5,0
"8321",1,250000,2.2,10.39,17.32,0
"8324",1,250000,3,10.22,17.32,0
"8325",1,250000,3,10.22,17.32,0
"8326",1,250000,3,10.22,17.32,0
"8327",1,250000,3.09,10.33,17.32,0
"8364",1,75000,3.3,8.83,15.76,0
"8368",1,250000,2.56,10.95,17.79,0
"8369",1,250000,2.2,11.06,17.79,0
"8370",1,250000,2.2,11.06,17.79,0
"8371",1,250000,2.2,11.06,17.79,0
"8372",1,250000,2.08,11.06,17.79,0
"8373",1,250000,2.08,11.06,17.79,1
"8374",1,250000,2.08,11.06,17.79,0
"8375",1,250000,1.79,11.06,17.79,0
"8376",1,250000,1.79,11.06,17.79,0
"8377",1,250000,1.79,11.06,17.79,0
"8378",1,250000,1.79,11.06,17.79,0
"8379",1,1e+05,3.47,7.86,15.2,0
"8380",1,1e+05,3.18,8.26,15.61,0
"8381",1,1e+05,3.18,8.45,15.61,0
"8382",1,75000,3,10.06,16.01,0
"8383",1,75000,3.4,10.05,16.01,0
"8388",1,75000,3,8.97,16.77,1
"8389",1,75000,2.71,9.56,16.5,0
"8392",1,75000,2.3,9.35,16.52,2
"8393",1,1e+05,3,9.88,16.12,0
"8394",1,1e+05,3,9.88,16.12,0
"8395",1,1e+05,3,9.88,16.12,0
"8398",0.51,50000,3.37,8.26,15.02,0
"8399",1,1e+05,3,9.85,16.91,0
"8401",1,1e+05,3,9.87,16.12,0
"8402",1,1e+05,3,9.85,16.12,0
"8403",0.84,75000,3.26,9.09,16.28,0
"8404",0.41,150000,3.26,9.09,16.3,0
"8405",0.84,1e+05,3.04,9.81,16.94,0
"8406",0.41,150000,3.04,9.81,16.81,0
"8426",1,99999,2.08,11.95,16.39,0
"8465",0.67,90000,2.77,9.74,16.12,0
"8466",0.67,90000,2.77,9.74,16.12,0
"8467",0.39,45000,1.61,10.27,16.86,0
"8505",0.75,150000,2.56,11.06,16.94,0
"8506",0.25,150000,2.56,11.06,16.99,0
"8541",1,1e+05,3.37,9.87,17.22,0
"8542",1,1e+05,3,10.38,17.44,0
"8597",1,75000,3.18,9.91,16.64,0
"8598",0.59,75000,3.89,9.41,15.2,0
"8599",1,75000,3.04,10.02,16.08,1
"8614",0.56,80000,2.56,10.95,16.99,0
"8615",0.59,80000,2.56,10.95,16.99,0
"8616",0.59,1e+05,3,10.11,15.83,0
"8729",1,1e+05,2.56,11.42,17.39,0
"8730",1,1e+05,2.94,11.3,16.48,0
"8731",1,1e+05,2.48,11.06,17.45,0
"8732",1,1e+05,2.2,11.05,17.38,1
"8733",1,1e+05,2.2,11.05,17.38,0
"8734",1,1e+05,2.2,11.35,17.41,0
"8735",1,1e+05,2.2,11.34,17.41,0
"8736",1,1e+05,2.2,11.59,17.28,0
"8737",1,1e+05,2.08,11.45,17.23,0
"8738",1,1e+05,2.2,11.45,17.19,0
"8739",1,1e+05,2.94,11.48,16.54,0
"8740",1,1e+05,2.2,11.43,17.19,0
"8741",1,1e+05,2.2,11.43,17.19,0
"8742",1,1e+05,2.08,11.36,17.19,0
"8743",1,1e+05,1.95,11.36,17.23,0
"8744",1,1e+05,2.94,11.47,16.54,0
"8745",1,1e+05,2.71,11.05,16.66,0
"8746",1,1e+05,2.71,11.05,16.66,0
"8747",1,1e+05,2.71,11.25,16.68,0
"8748",1,1e+05,2.71,11.25,16.68,0
"8749",1,1e+05,3,11.21,16.33,0
"8787",0.5,1e+05,1.95,10.67,16.68,0
"8788",0.5,1e+05,1.95,10.67,16.6,0
"8789",0.5,1e+05,1.95,10.67,16.68,0
"8790",0.5,1e+05,1.95,10.67,16.6,0
"8791",1,1e+05,3.04,10.01,15.4,0
"8792",1,1e+05,3.04,9.75,15.33,0
"8793",1,1e+05,2.94,10.16,15.68,0
"8796",1,1e+05,3.14,9.74,14.56,0
"8797",1,1e+05,2.94,10.45,15.71,0
"8798",1,1e+05,3,9.53,15.12,0
"8810",1,1e+05,3.4,9.89,13.87,0
"8811",1,1e+05,3.33,9.94,14.47,0
"8812",1,1e+05,3.33,9.87,14.47,0
"8813",1,1e+05,3.3,9.52,13.87,0
"8814",1,1e+05,2.56,10,15.98,0
"8815",1,1e+05,2.56,10,15.98,0
"8816",1,1e+05,2.56,10,15.98,1
"8817",1,1e+05,3,9.79,15.38,0
"8818",1,1e+05,3.04,9.74,15.33,0
"8819",1,1e+05,3.04,9.74,15.33,0
"8820",1,1e+05,3,10.1,15.63,0
"8828",0.61,45160,2.3,10.51,15.14,0
"8829",0.36,45160,2.2,10.51,15.41,0
"8830",0.59,350000,1.61,10.31,17.12,0
"8832",1,1e+05,3.14,10.71,15.81,0
"8833",1,1e+05,3.09,10.71,15.89,0
"8834",1,1e+05,3.18,10.71,15.81,0
"8838",1,75000,1.79,10.2,16.84,0
"8839",1,75000,1.79,10.2,16.84,0
"8857",0.42,1e+05,2.3,10.28,16.4,0
"8858",0.73,1e+05,2.3,10.28,16.4,0
"8859",1.08,250000,2.48,10.45,16.75,0
"8860",1.08,250000,2.94,11.27,14.89,0
"8871",0.54,75000,3.18,10.5,15.76,0
"8872",0.46,75000,3.18,10.5,15.33,0
"8873",0.54,75000,3.09,10.49,15.76,0
"8874",0.46,75000,3.09,10.49,15.54,0
"8879",0.54,1e+05,2.3,10.55,16.76,0
"8880",0.46,1e+05,2.3,10.55,16.45,0
"8881",0.47,150000,2.94,10.05,16.3,0
"8882",0.55,1e+05,3,9.73,15.89,0
"8886",1,2e+05,3.37,10.46,17.28,0
"8887",1,2e+05,3.33,10.46,17.28,0
"8888",1,2e+05,3.18,10.5,17.36,1
"8889",1,2e+05,3.83,9.7,16.3,1
"8890",1,2e+05,3.83,9.42,15.89,0
"8891",1,2e+05,3.97,9.3,15.89,0
"8894",1,2e+05,3.97,9.39,16.19,1
"8972",0.94,1e+05,2.2,10.57,16.71,0
"8975",1,175000,1.61,11.38,17.15,0
"8977",1,75000,3.04,10.12,16.01,0
"8978",1,75000,2.89,10.22,16.21,0
"8979",1,75000,2.71,10.16,16.38,0
"8980",0.95,75000,2.77,10.16,16.34,0
"8994",1,2500000,3.18,11.25,16.16,0
"8998",1,2500000,3.09,10.12,17.69,0
"9004",0.26,150000,3.3,9.39,16.01,0
"9006",0.42,150000,3.18,9.3,15.79,0
"9007",0.58,150000,3.18,9.3,16.01,0
"9010",0.35,150000,3.14,8.69,15.52,0
"9011",1,1e+05,3.04,9.34,16.64,0
"9014",1,175000,2.2,11.26,17.1,0
"9031",0.05,175000,1.79,11.37,17.12,0
"9276",0.48,1e+05,3.14,10.11,15.71,0
"9285",1,150000,3,10.01,16.59,0
"9289",0.09,150000,1.79,10.54,17.03,0
"9290",0.06,150000,1.95,10.54,17.03,0
"9329",1,75000,2.4,10.29,17.23,0
"9331",0.32,175000,1.61,11.39,17.2,0
"9337",1,150000,2.94,9.75,16.45,1
"9338",1,150000,3,9.77,16.45,0
"9341",1,150000,2.94,10.06,16.45,1
"9342",1,150000,2.94,10.06,16.45,0
"9343",1,150000,3.04,9.79,16.3,0
"9344",1,150000,3,9.79,16.3,0
"9345",0.68,65000,2.71,11.23,16.71,1
"9346",0.67,65000,2.71,11.23,16.71,0
"9350",0.35,1e+05,2.3,10.18,16.71,0
"9351",1,1e+05,2.4,10.16,16.65,0
"9352",0.32,1e+05,2.3,10.16,16.71,0
"9353",0.47,1e+05,2.08,11.29,16.91,1
"9354",0.37,1e+05,2.08,11.29,16.72,0
"9355",0.66,1e+05,2.08,11.29,16.72,0
"9356",0.32,1e+05,2.08,11.29,16.91,0
"9357",0.52,1e+05,2.08,11.29,16.72,0
"9358",0.66,1e+05,2.08,11.29,16.72,0
"9359",1,1e+05,2.2,10.13,16.79,1
"9360",1,1e+05,2.2,10.13,16.79,0
"9366",1,1e+05,2.64,10.63,16.95,1
"9367",1,1e+05,2.56,10.63,16.95,0
"9368",1,1e+05,2.56,10.73,17.03,0
"9369",1,1e+05,2.56,10.73,17.05,0
"9371",1,1e+05,3.18,10.01,15.52,0
"9372",1,1e+05,3.09,10,15.72,0
"9373",1,1e+05,3.04,10.14,15.83,0
"9374",1,1e+05,3.04,10.09,15.8,0
"9375",1,1e+05,3.04,10.12,15.8,0
"9376",1,1e+05,3.04,10.09,15.8,0
"9387",0.41,1e+05,3.09,10.12,16.54,0
"9388",0.08,1e+05,3.09,10.12,16.54,0
"9389",0.34,1e+05,3.09,10.12,16.45,0
"9390",0.17,1e+05,3.09,10.12,16.45,0
"9392",0.41,150000,2.77,11.25,16.6,0
"9393",0.08,150000,2.77,11.25,16.6,0
"9394",0.34,150000,2.77,11.25,16.36,0
"9395",0.17,1e+05,2.77,11.25,16.36,0
"9396",0.41,1e+05,2.3,9.8,16.3,0
"9397",0.42,1e+05,2.3,9.8,16.3,0
"9398",0.17,1e+05,2.3,9.8,16.3,0
"9399",0.41,1e+05,2.3,9.8,16.3,0
"9400",0.42,1e+05,2.3,9.8,16.3,0
"9401",0.17,1e+05,2.3,9.8,16.3,0
"9402",0.41,1e+05,2.94,10.16,16.23,0
"9403",0.08,1e+05,2.94,10.16,16.23,0
"9404",0.34,1e+05,2.94,10.16,16.12,0
"9405",0.17,1e+05,2.94,10.16,16.12,0
"9406",0.41,1e+05,2.94,10.16,16.23,0
"9407",0.08,1e+05,2.94,10.16,16.23,1
"9408",0.34,1e+05,2.94,10.16,16.12,0
"9409",0.17,1e+05,2.94,10.16,16.12,0
"9410",0.41,1e+05,2.94,10.16,16.23,0
"9411",0.08,1e+05,2.94,10.16,16.23,0
"9412",0.34,1e+05,2.94,10.16,16.12,0
"9413",0.17,1e+05,2.94,10.16,16.12,0
"9455",1,75000,2.3,10.2,16.94,0
"9456",1,75000,2.3,10.2,16.94,0
"9457",1,75000,3.04,10.12,16.47,0
"9458",1,75000,3.09,10.12,16.47,0
"9459",1,75000,3.04,10.01,16.37,0
"9460",1,75000,3.04,10.02,16.47,0
"9461",1,75000,3.04,10.11,16.37,0
"9474",0.35,1e+05,1.95,10.71,16.91,0
"9475",0.48,1e+05,1.95,10.71,16.72,0
"9476",0.66,1e+05,1.95,10.71,16.72,0
"9564",0.45,1e+05,3.14,10.73,15.97,0
"9565",0.3,1e+05,3.14,10.73,15.97,0
"9566",0.25,1e+05,3.14,10.73,15.72,0
"9567",0.45,1e+05,3.14,10.73,15.97,0
"9568",0.3,1e+05,3.14,10.73,15.97,0
"9569",0.25,1e+05,3.14,10.73,15.72,0
"9570",0.45,1e+05,3.18,10.72,15.89,0
"9571",0.3,1e+05,3.18,10.72,15.89,0
"9572",0.25,1e+05,3.18,10.72,15.72,0
"9573",0.45,1e+05,3.18,10.73,15.89,0
"9574",0.3,1e+05,3.18,10.73,15.89,0
"9575",0.25,1e+05,3.18,10.73,15.72,0
"9576",0.45,1e+05,3.18,10.73,15.89,0
"9577",0.3,1e+05,3.18,10.73,15.89,0
"9578",0.25,1e+05,3.18,10.73,15.72,0
"9579",0.45,1e+05,3.22,10.73,15.81,0
"9580",0.3,1e+05,3.22,10.73,15.81,0
"9581",0.25,1e+05,3.22,10.73,15.72,0
"9582",0.45,1e+05,3.22,10.75,15.81,0
"9583",0.3,1e+05,3.22,10.75,15.81,0
"9584",0.25,1e+05,3.22,10.75,15.72,0
"9611",1,1e+05,1.95,10.56,16.95,0
"9612",0.95,1e+05,1.61,10.53,17.07,0
"9613",1,1e+05,2.3,10.56,16.95,0
"9614",1,1e+05,2.83,10.53,16.62,0
"9615",1,1e+05,2.77,10.53,16.65,0
"9616",1,1e+05,2.77,10.53,16.65,0
"9617",0.46,75000,3.14,9.99,15.89,0
"9621",0.5,3e+05,2.77,11.26,17.07,0
"9622",1,3e+05,2.48,11.26,17.22,0
"9640",1,75000,3.04,8.97,16.77,0
"9641",1,75000,2.77,9.56,16.5,0
"9645",1,75000,2.4,9.35,16.52,0
"9646",1,150000,3.3,9.1,16.3,0
"9647",1,1e+05,3.04,9.88,16.12,0
"9648",1,1e+05,3.04,9.88,16.12,0
"9649",1,1e+05,3.04,9.88,16.12,0
"9652",1,1e+05,3.04,9.85,16.91,0
"9654",1,1e+05,3.04,9.87,16.12,0
"9655",1,1e+05,3.04,9.85,16.12,0
"9656",1,150000,3.09,9.81,16.81,0
"9718",0.32,45160,2.2,11.95,16.39,0
"9719",0.32,96772,2.2,11.95,16.39,0
"9720",0.32,96772,2.2,11.95,16.39,0
"9749",0.28,1e+05,1.95,10.2,16.91,0
"9750",0.55,1e+05,1.95,10.2,16.72,0
"9751",0.66,1e+05,1.95,10.2,16.72,0
"9758",1,50000,2.77,10.51,16.38,1
"9759",1,50000,2.56,10.52,16.52,0
"9768",1,350000,1.79,10.31,17.08,0
"9812",0.46,150000,2.64,11.06,17.13,0
"9813",0.29,150000,2.64,11.06,17.13,0
"9814",0.25,150000,2.64,11.06,16.94,0
"9855",1,250000,3,9.91,16.3,0
"9856",1,250000,3.04,9.95,16.21,0
"9857",1,250000,3.33,10.21,15.61,0
"9858",1,250000,3.33,10.23,15.61,0
"9859",1,250000,3.33,10.2,15.61,0
"9863",1,250000,2.4,10.44,17.03,0
"9865",1,250000,2.4,10.44,17.03,0
"9866",1,250000,3,10.28,16.12,0
"9997",1,350000,1.79,10.31,17.08,0
"10001",1,1e+05,3.18,10.71,15.81,0
"10002",1,1e+05,3.14,10.71,15.89,0
"10003",1,1e+05,3.22,10.71,15.81,1
"10008",1,1e+05,2.4,10.28,16.4,0
"10009",1,1e+05,2.4,10.28,16.4,0
"10010",1,75000,3.22,10.5,15.33,0
"10011",1,75000,3.14,10.49,15.54,1
"10014",1,1e+05,2.4,10.55,16.45,0
"10017",0.92,1e+05,1.61,10.57,16.81,0
"10018",0.78,1e+05,1.61,10.6,16.81,0
"10020",1,150000,3,10.05,16.3,0
"10022",0.33,350000,2.89,12.05,17.22,0
"10023",0.63,3e+05,2.89,12.05,17.28,0
"10024",0.3,350000,2.94,12.05,17.22,0
"10025",0.66,3e+05,2.94,12.05,17.28,0
"10026",1,250000,2.71,11.79,17.09,0
"10027",1,250000,2.77,11.79,17.06,0
"10028",1,250000,2.71,11.79,17.09,0
"10029",1,3e+05,2.2,11.95,17.5,0
"10065",1,1e+05,3.18,10.01,15.69,0
"10066",1,1e+05,3.18,10.01,15.69,0
"10067",1,1e+05,3.18,10.01,15.69,0
"10068",1,1e+05,2.94,10.01,16.07,0
"10069",1,1e+05,3.09,9.73,15.76,0
"10070",1,1e+05,2.94,9.94,15.96,0
"10071",1,1e+05,3.04,9.8,15.89,0
"10072",1,1e+05,3.04,9.8,15.89,0
"10073",1,1e+05,3.04,9.73,15.89,0
"10074",1,150000,2.08,10.54,17.03,0
"10075",1,150000,1.95,10.54,17.03,0
"10076",1,75000,3.43,10.05,16.01,0
"10077",1,75000,3.04,10.06,16.01,0
"10078",1,75000,3.09,10.12,16.01,0
"10079",1,75000,2.94,10.22,16.21,1
"10080",1,75000,1.95,10.2,16.84,0
"10081",1,75000,1.95,10.2,16.84,0
"10082",1,75000,2.77,10.16,16.38,0
"10083",1,75000,2.83,10.16,16.34,0
"10132",0.22,50000,2.77,10.5,16.89,0
"10133",0.78,50000,2.77,10.5,16.89,0
"10134",0.22,50000,2.71,10.5,16.89,0
"10135",0.78,50000,2.71,10.5,16.89,0
"10136",0.22,50000,2.2,10.55,16.99,0
"10137",0.78,50000,2.2,10.55,16.99,0
"10138",0.22,50000,2.2,10.57,16.99,0
"10139",0.78,50000,2.2,10.57,16.99,0
"10190",1,45160,2.4,10.51,15.14,0
"10191",1,51612,2.4,10.51,15.14,0
"10192",1,51612,2.4,10.51,15.14,1
"10211",1,75000,3.09,10.45,16.21,0
"10212",1,75000,2.3,10.49,16.99,0
"10213",1,75000,2.4,10.49,16.99,0
"10214",1,1e+05,2.64,10.63,16.95,0
"10284",0.75,75000,2.89,10.51,16.12,0
"10285",0.68,75000,3.14,10.49,15.71,0
"10286",0.39,75000,3.37,9.5,15.2,0
"10287",0.61,1e+05,2.56,10.55,16.63,0
"10288",0.62,1e+05,2.4,10.55,16.63,0
"10302",0.47,2e+05,3.37,11.08,16.12,0
"10303",0.4,2e+05,3.4,11.08,16.12,0
"10315",1,175000,3.18,9.63,16.3,0
"10319",1,175000,3.37,9.57,16.08,0
"10382",0.58,50000,3,9.71,15.1,0
"10392",0.55,50000,2.94,9.71,15.2,0
"10470",0.53,125000,3.18,10.08,17.03,0
"10471",0.53,125000,3.33,9.81,16.12,0
"10483",1,75000,2.94,10.13,16.52,0
"10484",1,75000,3.14,9.67,15.76,0
"10485",1,75000,3.09,10.04,16.34,0
"10487",1,40000,3.14,10.05,16.01,2
"10488",1,40000,3.04,9.54,15.89,0
"10489",1,40000,3.09,9.54,15.83,0
"10490",1,175000,3.04,10.72,16.48,0
"10491",1,175000,3.04,10.71,16.48,0
"10492",1,175000,3.04,10.71,16.48,0
"10493",1,175000,3.04,10.72,16.48,0
"10494",1,175000,3.04,10.72,16.48,0
"10495",1,1e+05,2.4,11.31,17.15,0
"10496",1,1e+05,2.4,11.31,17.15,0
"10497",1,125000,2.2,11.35,17.4,0
"10498",1,125000,2.2,11.35,17.4,0
"10499",1,125000,2.2,11.35,17.4,0
"10500",1,125000,2.2,11.35,17.4,0
"10501",1,175000,3.04,10.72,16.48,1
"10529",1,1e+05,2.64,10.95,17.22,0
"10530",1,1e+05,2.64,10.95,17.22,0
"10539",1,1e+05,2.48,10.73,17.03,0
"10540",1,1e+05,2.48,10.73,17.03,0
"10541",1,1e+05,2.56,10.73,16.99,0
"10542",1,1e+05,2.64,10.63,16.91,0
"10543",1,70000,3.14,10.62,16.28,1
"10544",0.5,70000,3.18,10.62,16.28,0
"10545",0.54,70000,3.14,10.58,16.28,0
"10546",0.58,70000,2.48,10.58,17.07,0
"10547",1,70000,2.4,10.58,17.07,1
"10548",1,70000,2.08,10.55,17.07,0
"10549",1,70000,1.95,10.55,17.07,0
"10550",1,70000,1.95,10.58,17.07,0
"10551",1,70000,1.95,10.58,17.07,0
"10552",1,70000,1.95,10.47,17.07,0
"10553",1,70000,1.95,10.58,17.07,0
"10605",0.55,1e+05,3.26,9.96,15.89,0
"10621",1,75000,3.37,9.72,15.2,0
"10622",0.56,75000,3.33,9.74,15.32,0
"10623",1,60000,3.04,9.67,15.76,0
"10624",1,75000,3.22,9.91,16.64,0
"10625",1,75000,3.09,10.02,16.08,0
"10626",1,45160,2.3,10.51,15.41,0
"10627",1,51612,2.3,10.51,15.41,0
"10628",1,51612,2.3,10.51,15.41,0
"10647",1,85000,3.14,10.48,15.89,0
"10648",1,85000,3.4,9.53,15.32,0
"10678",1,75000,3.22,10.3,15.89,0
"10679",0.59,75000,2.4,10.18,16.48,0
"10680",0.41,75000,2.4,10.18,16.43,0
"10681",0.59,75000,2.4,10.18,16.48,0
"10682",0.41,75000,2.4,10.18,16.43,0
"10723",1,1e+05,2.83,10.16,16.3,0
"10734",1,1e+05,2.56,11.42,17.09,0
"10735",1,1e+05,3,11.3,16.48,0
"10736",1,1e+05,2.56,11.05,17.4,0
"10737",1,1e+05,2.3,11.05,16.99,0
"10738",1,1e+05,2.3,11.05,16.99,0
"10739",1,1e+05,2.3,11.35,17.23,0
"10740",1,1e+05,2.3,11.35,17.26,0
"10741",1,1e+05,2.3,11.59,17.28,0
"10742",1,1e+05,2.2,11.45,17.23,0
"10743",1,1e+05,2.3,11.45,17.19,0
"10744",1,1e+05,3,11.48,16.54,0
"10745",1,1e+05,2.3,11.43,17.19,0
"10753",1,1e+05,2.3,11.43,17.19,0
"10754",1,1e+05,2.2,11.36,17.19,0
"10755",1,1e+05,2.08,11.36,17.23,0
"10756",1,1e+05,3,11.47,16.54,0
"10757",1,1e+05,2.77,11.05,16.66,0
"10758",1,1e+05,2.77,11.05,16.66,0
"10759",1,1e+05,2.77,11.25,16.68,0
"10760",1,1e+05,2.77,11.25,16.68,0
"10761",1,1e+05,3.04,11.21,16.33,0
"10825",0.74,75000,1.79,9.89,16.54,0
"10826",0.26,75000,1.79,9.89,16.45,0
"10827",0.74,75000,1.79,9.89,16.54,0
"10828",0.26,75000,1.79,9.89,16.45,0
"10829",0.74,75000,1.61,9.74,16.51,0
"10830",0.26,75000,1.61,9.74,16.4,0
"10831",0.74,75000,1.61,9.77,16.51,0
"10832",0.26,75000,1.61,9.77,16.45,0
"10833",0.74,75000,1.61,9.77,16.51,0
"10834",0.26,75000,1.61,9.77,16.4,0
"10835",0.74,75000,1.61,9.77,16.51,0
"10836",0.26,75000,1.61,9.77,16.4,0
"10837",0.46,75000,1.61,9.77,16.51,0
"10838",0.26,75000,1.61,9.77,16.4,0
"10842",0.22,75000,1.61,9.74,16.4,0
"10845",0.34,1e+05,3.14,9.97,15.89,0
"10846",0.65,1e+05,2.3,10.18,16.3,0
"10847",0.68,1e+05,2.3,10.16,16.3,0
"10858",1,99999,3.53,9.94,15.2,0
"10859",1,99999,3.56,9.93,15.2,0
"10860",1,99999,3.56,9.93,15.2,0
"10863",1,150000,1.61,11.39,17.28,0
"10864",1,150000,2.3,10.61,16.59,0
"10865",1,150000,2.3,11.3,17.15,0
"10866",1,150000,2.3,10.56,16.59,0
"10867",1,150000,2.3,10.53,17.15,0
"10869",1,150000,3.09,10.51,16.21,0
"10870",1,150000,2.94,10.11,16.3,0
"10871",1,150000,2.94,10.11,16.3,0
