"","Time","Dedr","Age","Brt","Value","Claims"
"256",0.47,58708,2.94,8.76,16.55,0
"257",0.47,87740,3.09,8.82,16.17,0
"258",0.47,87740,3.04,8.67,16.42,0
"259",0.47,58708,3,8.76,16.55,0
"260",0.47,58708,2.94,8.76,16.55,0
"261",0.47,87740,2.89,8.93,16.65,0
"310",1,64515,3.04,10.72,17.33,0
"311",1,45160,3.04,10.72,17.33,0
"331",1,87740,2.94,8.93,16.65,0
"332",1,58708,3,8.76,16.55,0
"333",1,58708,3.04,8.76,16.55,1
"334",1,58708,3,8.76,16.55,1
"335",1,87740,3.09,8.67,16.42,0
"336",1,87740,3.14,8.82,16.17,0
"343",1,45160,3.09,10.72,17.33,3
"365",1,45160,2.08,11.95,17.54,0
"368",0.61,45160,2.3,10.51,16.51,1
"381",1,87740,3,8.93,16.65,0
"382",1,58708,3.04,8.76,16.55,0
"383",1,58708,3.09,8.76,16.55,0
"384",1,58708,3.04,8.76,16.55,0
"385",1,87740,3.14,8.85,16.42,0
"386",1,87740,3.18,8.85,16.17,0
"405",1,45160,3.14,10.72,17.33,0
"406",1,51612,3.14,10.72,17.33,0
"407",1,51612,3.14,10.72,17.33,0
"470",0.32,45160,2.2,11.95,17.54,4
"471",0.32,96772,2.2,11.95,17.54,3
"472",0.32,96772,2.2,11.95,17.54,3
"482",1,45160,2.4,10.51,16.51,1
"483",1,51612,2.4,10.51,16.51,1
"484",1,51612,2.4,10.51,16.51,1
"553",0.5,126180,3.18,10.72,17.33,0
"554",0.5,45160,3.18,10.72,17.33,0
"575",0.5,126180,2.48,10.51,16.51,0
"576",0.5,45160,2.48,10.51,16.51,0
"577",0.5,126180,2.56,10.56,16.53,0
"578",0.5,45160,2.56,10.56,16.53,0
"599",0.36,45160,2.2,10.51,16.52,0
"604",0.68,45160,2.2,11.95,17.86,0
"605",0.68,96772,2.2,11.95,17.86,0
"606",0.68,96772,2.2,11.95,17.86,1
"629",1,45160,2.3,10.51,16.52,0
"630",1,51612,2.3,10.51,16.52,0
"631",1,51612,2.3,10.51,16.52,0
"633",0.62,100944,1.61,9.77,17.51,0
"720",0.5,252360,2.3,11.95,17.86,0
"721",0.5,45160,2.3,11.95,17.86,0
"722",0.5,126180,2.4,10.51,16.52,0
"723",0.5,45160,2.4,10.51,16.52,0
"731",1,50000,3.04,8.93,16.65,0
"732",1,50000,3.09,8.76,16.55,1
"733",1,50000,3.14,8.76,16.55,0
"734",1,50000,3.09,8.76,16.55,2
"735",1,50000,3.18,8.85,16.42,0
"736",1,50000,3.22,8.85,16.42,1
"737",1,75000,1.79,9.78,17.51,0
"751",1,126180,2.08,10.25,16.56,0
"804",1,126180,2.56,10.51,16.65,1
"805",1,126180,2.64,10.56,16.61,0
"806",1,126180,2.48,10.51,16.61,1
"812",1,252360,2.4,11.95,17.44,0
"815",0.43,126180,3.22,10.72,15.9,1
"870",0.68,126180,2.4,10.55,16.34,0
"881",0.08,87064,1.95,9.78,17.88,0
"882",0.93,87064,1.95,9.78,17.9,0
"883",0.76,50000,2.89,9.56,16.92,0
"884",1,58043,3.09,8.93,16.65,0
"885",1,58043,3.14,8.76,16.55,0
"886",1,58043,3.18,8.76,16.55,0
"887",1,58043,3.14,8.76,16.55,0
"888",1,58043,3.26,8.85,16.42,0
"889",1,58043,3.22,8.85,16.42,0
"924",1.06,175000,2.4,11.31,15.53,0
"925",1.04,175000,2.4,11.31,15.46,0
"928",1.11,1e+05,2.4,10.55,15.29,0
"1032",1,99999,2.2,11.05,15.49,0
"1033",1,99999,2.2,11.05,17.28,0
"1034",1,99999,2.2,11.05,16.25,0
"1035",1,99999,2.83,11.21,15.49,0
"1036",1,99999,2.83,11.21,16.04,0
"1126",0.27,99999,2.3,11.05,15.51,0
"1127",0.27,99999,2.3,11.05,17.3,0
"1128",0.27,99999,2.3,11.05,15.89,0
"1129",0.73,99999,2.3,11.05,15.51,0
"1130",0.73,99999,2.3,11.05,15.89,0
"1131",0.73,99999,2.3,11.05,17.3,0
"1132",0.27,99999,2.89,11.21,15.51,0
"1133",0.27,99999,2.89,11.21,15.65,0
"1209",1,108714,2.48,11.05,17.65,0
"1259",1,109783,2.56,11.05,17.55,0
"1260",1,71288,3.4,10.22,15.31,0
"1308",1,109784,2.64,11.05,17.52,0
"1376",0.15,175000,2.08,11.26,17.13,0
"1730",1,29960,2.2,8.34,15.92,0
"1731",1,29960,1.95,8.34,16.01,1
"1732",1,29960,1.95,8.04,16.01,0
"1733",1,29960,1.79,8.34,16.01,0
"1734",1,29960,1.79,8.04,16.01,0
"1784",0.5,44940,3.3,9.73,16.42,1
"2711",0.74,29960,3.26,8.28,14.56,0
"2718",1,29960,3.56,6.72,13.86,0
"2721",1,29960,2.08,8.34,15.92,0
"2722",1,29960,1.95,8.41,16.01,0
"2724",1,29960,1.61,8.34,16.01,0
"2725",1,29960,1.95,8.16,16.01,3
"2823",1,37450,3.33,8.29,15.61,0
"2824",1,37450,3.18,8.32,15.76,1
"3011",1,37450,3.37,8.29,15.61,0
"3012",1,37450,3.22,8.32,15.76,1
"3063",0.75,37450,3.4,8.29,15.61,0
"3064",0.75,37450,3.26,8.32,15.76,1
"3214",0.26,175000,3.43,8.29,15.61,0
"3215",0.25,175000,3.3,8.32,15.76,0
"3248",0.34,34745,3.26,8.92,16.51,0
"3250",0.34,34745,3.4,8.3,15.94,0
"3251",0.66,34745,3.3,8.92,16.51,1
"3252",0.34,34745,3.3,8.92,16.51,0
"3255",0.66,34745,3.43,8.3,15.94,0
"3256",0.34,34745,3.43,8.3,15.94,0
"3257",1,34745,3.33,8.92,16.51,0
"3258",1,34745,3.69,7.72,15.15,0
"3259",1,34745,3.47,8.3,15.94,0
"3260",0.5,34745,3.37,8.92,16.51,0
"3261",0.25,34745,3.37,8.92,16.51,0
"3262",0.5,34745,3.5,8.3,15.94,0
"3263",0.25,34745,3.5,8.3,15.94,0
"3264",0.5,34745,3.71,7.72,15.15,0
"3265",0.25,34745,3.71,7.72,15.15,0
"3266",0.25,175000,3.4,8.92,16.51,0
"3267",0.25,175000,3.53,8.3,15.94,0
"3268",0.25,175000,3.74,7.72,15.15,0
"3414",0.56,5e+05,3.33,10.57,15.76,0
"3415",0.06,5e+05,3.33,10.57,14.12,0
"3430",1,2e+05,3.4,10.31,16.45,0
"3445",1,5e+05,1.79,11.06,17.79,0
"3450",1,5e+05,1.61,11.08,17.79,0
"3451",1,5e+05,2.3,10.95,17.79,0
"3458",0.17,150000,1.79,9.71,16.41,0
"3488",0.81,80643,1.61,11.95,16.39,0
"3520",0.64,175000,1.95,11.31,17.17,0
"3521",0.36,175000,1.95,11.31,17.06,0
"3522",0.64,175000,2.08,11.29,17.12,0
"3523",0.36,175000,2.08,11.29,16.99,0
"3524",0.64,175000,1.95,11.25,17.15,0
"3525",0.36,175000,1.95,11.25,17.01,0
"3526",0.64,175000,2.77,11.38,16.68,0
"3527",0.36,175000,2.77,11.38,16.55,0
"3528",0.64,175000,2.77,11.38,16.77,0
"3529",0.36,175000,2.77,11.38,16.55,0
"3530",0.64,175000,2.71,11.33,16.59,0
"3531",0.36,175000,2.71,11.33,16.35,0
"3532",0.64,1e+05,2.64,10.49,16.35,0
"3533",0.36,1e+05,2.64,10.49,16.2,0
"3534",0.54,175000,2.94,11.3,16.29,0
"3535",0.64,175000,1.79,11.41,17.1,0
"3536",0.36,175000,1.79,11.41,16.89,0
"3537",0.64,175000,1.61,11.22,17.2,0
"3538",0.36,175000,1.61,11.22,17.14,0
"3657",1,75000,3.22,9.68,15.42,0
"3658",1,75000,3.22,9.68,15.42,0
"3675",1,150000,3.04,10.75,16.21,0
"3676",1,150000,3.04,10.73,16.21,0
"3677",1,150000,2.94,10.73,16.3,0
"3678",1,150000,2.94,10.73,16.3,0
"3679",1,150000,3,10.73,16.3,0
"3680",1,150000,3,10.73,16.3,0
"3681",1,150000,3,10.72,16.3,0
"3723",1,150000,3.22,10.17,15.89,1
"3724",1,150000,3.22,10.17,15.89,0
"3725",1,150000,3.14,10.09,16.12,1
"3726",1,150000,3.14,10.09,16.12,0
"3727",1,150000,3.22,10.21,15.89,0
"3728",1,150000,3.22,10.21,15.89,0
"3729",1,150000,3.22,10.34,15.89,0
"3730",1,150000,2.77,9.91,16.52,0
"3746",1,1e+05,3.04,8.26,15.61,0
"3800",0.84,2e+05,3.22,9.57,15.76,0
"3801",0.92,2e+05,3.18,9.61,15.61,0
"3802",1,2e+05,3.18,9.61,15.61,0
"3844",1,1e+05,2.3,10.63,17.58,0
"3845",1,1e+05,2.3,10.63,17.63,1
"3846",1,1e+05,2.3,10.63,17.62,0
"3847",1,1e+05,2.2,10.63,17.62,1
"3848",0.47,1e+05,2.2,10.73,17.67,0
"3849",0.53,1e+05,2.2,10.73,17.3,0
"3850",0.47,1e+05,2.2,10.73,17.67,0
"3851",0.53,1e+05,2.2,10.73,17.33,0
"3852",1,1e+05,2.2,10.73,17.45,0
"3853",1,1e+05,2.08,10.73,17.5,0
"3854",1,1e+05,2.08,10.73,17.5,0
"3855",0.91,1e+05,3.22,10.35,15.61,0
"3870",1,1e+05,3,10.01,15.98,0
"3895",1,150000,2.3,11.06,17.42,0
"3899",1,65000,2.4,11.23,17.22,0
"3900",1,65000,2.4,11.23,17.22,1
"3902",1,45000,2.08,10.28,16.95,0
"3903",1,45000,2.08,10.28,16.95,0
"3915",0.52,5e+05,3.37,11.77,16.81,1
"3918",0.73,150000,2.77,9.77,16.45,0
"3919",0.73,150000,2.71,9.75,16.45,0
"3956",0.54,1e+05,2.48,9.56,16.5,0
"3957",1,1e+05,2.48,9.56,16.5,0
"3964",0.9,75000,3.18,9.81,16.99,0
"3965",0.08,75000,3.04,9.65,16.73,0
"3966",0.92,75000,3.04,9.65,16.64,0
"3967",1,75000,2.83,9.92,16.33,0
"4085",0.08,1e+05,1.61,10.22,16.68,0
"4086",0.45,1e+05,2.94,10.01,15.94,0
"4090",0.54,1e+05,2.83,8.76,16.39,0
"4091",0.38,1e+05,1.95,9.35,16.52,0
"4092",1,1e+05,1.95,9.35,16.52,0
"4093",1,1e+05,3.18,8.28,15.05,0
"4094",1,1e+05,3.14,9.1,15.32,0
"4095",1,1e+05,3.26,9.03,15.25,0
"4096",1,1e+05,2.83,9.88,16.52,0
"4097",1,1e+05,2.83,9.88,16.52,0
"4098",1,1e+05,2.83,9.88,16.52,1
"4102",0.42,1e+05,2.08,9.2,17.03,0
"4104",0.83,1e+05,3.26,8.25,14.51,0
"4107",1,1e+05,3.22,8.26,14.97,0
"4108",1,1e+05,3.26,8.26,15.02,0
"4109",1,1e+05,3.3,8.14,14.8,0
"4110",1,1e+05,2.83,9.85,16.91,0
"4111",0.54,1e+05,3,8.82,16.01,0
"4112",0.54,1e+05,2.83,8.97,16.68,0
"4113",1,1e+05,2.83,8.97,16.68,0
"4114",0.54,1e+05,2.94,8.67,16.27,1
"4115",0.54,1e+05,2.89,8.76,16.39,0
"4116",0.54,1e+05,2.83,8.76,16.39,0
"4117",0.54,1e+05,2.77,8.93,16.49,0
"4119",1,1e+05,2.83,9.87,16.41,0
"4120",1,1e+05,2.83,9.85,16.41,0
"4121",1,1e+05,2.89,9.87,16.41,0
"4157",1,75000,2.94,9.74,15.8,0
"4164",1,99999,2.3,11.42,15.42,0
"4165",0.63,99999,2.3,11.42,17.22,0
"4166",0.37,99999,2.3,11.42,17.16,0
"4167",0.63,99999,2.3,11.42,16.3,0
"4168",1,99999,2.2,11.06,15.42,0
"4169",1,99999,2.2,11.06,17.22,0
"4170",1,99999,2.2,11.06,15.1,0
"4171",1,99999,1.79,11.35,15.37,0
"4172",1,99999,1.79,11.35,17.17,0
"4173",1,99999,1.79,11.34,15.37,0
"4174",1,99999,1.79,11.34,17.17,0
"4175",1,99999,2.77,11.48,15.42,0
"4176",1,99999,2.77,11.48,16.99,0
"4177",1,99999,2.3,11.26,15.42,0
"4178",1,99999,2.3,11.26,16.91,0
"4179",1,99999,2.48,11.25,15.42,0
"4180",1,99999,2.48,11.25,16.87,0
"4181",1,99999,2.48,11.25,15.42,0
"4182",1,99999,2.48,11.25,16.83,0
"4183",1,99999,2.77,11.3,15.42,0
"4184",1,99999,2.77,11.3,16.48,0
"4185",1,99999,2.77,11.47,15.42,0
"4186",1,99999,2.77,11.47,16.59,0
"4187",1,99999,2.48,11.05,15.42,0
"4188",1,99999,2.48,11.05,16.36,0
