alpha[0]= 1e-07, alpha[1]=0.11, alpha[2]=1e-08, beta[1]=0.88
n = 320
300000 iterations
-1.000000e+00    2.961071e-05
-7.500000e-01    2.062934e-05
-5.000000e-01    1.262504e-05
-2.500000e-01    5.716756e-06
0.000000e+00    -8.575813e-18
2.500000e-01    -4.453795e-06
5.000000e-01    -7.539662e-06
7.500000e-01    -9.157417e-06
1.000000e+00    -8.974492e-06
1.250000e+00    -7.120057e-06
1.500000e+00    -4.929132e-06
1.750000e+00    -7.744937e-07
2.000000e+00    2.640269e-06
2.250000e+00    7.972524e-06
2.500000e+00    1.152092e-05
2.750000e+00    1.310190e-05
# 3.000000e+00    2.458944e-05
# 3.250000e+00    2.580897e-05
# 3.500000e+00    2.914985e-05
# 3.750000e+00    2.876329e-05

# alpha[0]= 1e-07, alpha[1]=0.11, alpha[2]=1e-08, beta[1]=0.88
# n = 320
# 300000 iterations
# 1.750000e+00    -3.442936e-06
# 2.000000e+00    1.334406e-06
# 2.250000e+00    1.837589e-05
# 2.500000e+00    1.421447e-05
# 2.750000e+00    1.439298e-05
3.000000e+00    1.773431e-05
3.250000e+00    2.499891e-05
3.500000e+00    2.686547e-05
3.750000e+00    3.552052e-05
